"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-3.0839,-0.67448,1.306,-0.98052,16.8479,8.0591,18.9135,-13.2338,14.7039,-19.0042,-20.75,-0.56638,15.7722,4.9523,
-10.6117,-1.1159,-11.3054,3.899,6.1961,16.1319,23.9249,-10.9935,16.2322,-23.4078,-27.6997,1.8777,9.5232,9.9578,
-14.7957,2.3255,-11.5914,4.629,-7.1911,1.064,8.3894,3.7661,1.7605,-7.9033,-11.9377,13.8166,22.9311,10.8066,
-10.5335,5.5599,-10.8959,3.8693,-13.9905,-13.0998,-6.2139,17.6401,-12.4451,6.6709,2.8785,17.3259,26.376,10.6402,
2.6318,-1.0399,-6.386,-5.5219,-9.2947,-14.9654,-15.2413,30.6817,-25.7984,20.3706,16.8058,12.4298,32.9883,9.0377,
-11.6261,-10.3776,-7.2077,-5.9137,5.363,0.032542,-0.22684,14.7408,-10.1505,5.0484,1.6975,-2.416,16.909,13.0751,
-25.0285,-10.96,-17.6212,0.46688,10.2236,14.1306,13.8868,-0.24363,4.5585,-9.3545,-12.5044,-16.3711,1.7945,12.5314,
-9.4268,3.7976,-2.464,7.1875,6.2355,9.6676,12.8126,1.0963,-9.815,-8.9137,-9.9464,-2.6143,-0.00040335,5.0308,
2.1053,-10.5302,-5.5701,-7.3437,-8.2386,-5.0125,-2.0562,15.1305,-23.3261,5.7211,4.7504,5.0143,14.0996,-9.371,
6.5586,-23.9984,-13.6719,-21.0031,-21.8443,-18.8117,-16.0328,28.3227,-36.0265,19.4778,18.5653,6.4008,27.3536,-22.9088,
1.3445,-8.4585,1.2484,-5.6429,-6.4336,-3.583,-0.97082,12.5233,-19.765,4.2092,3.3514,-1.6961,11.6124,-7.4342,
-12.8362,-2.8898,-12.9265,8.7957,8.0524,10.7319,13.1874,-2.3281,-4.4791,-10.1434,-10.9497,-15.6944,-3.1843,7.1118,
-26.166,6.4426,-6.1252,8.5087,13.1126,10.8112,17.4576,-16.2884,9.8897,-23.6348,-24.3927,-8.6067,-17.0933,20.7851,
-10.4961,-8.0439,-12.0242,-6.1019,-1.7741,-3.9375,2.3102,-1.2111,-4.8037,-8.1167,-8.8291,6.0097,-1.9677,5.438,
4.2337,-21.6613,-14.1953,-19.8357,-15.7677,-17.8013,-11.9284,12.9616,-18.6155,6.4703,5.8006,16.134,12.2504,-8.9883,
5.185,-6.2616,0.75641,-4.5456,-0.72162,-2.6332,2.8873,-1.9161,-6.893,-8.0179,-8.6474,3.5968,3.4409,-9.5336,
-9.2261,1.4652,-13.389,9.8271,13.4217,11.6248,16.814,-15.9011,7.6206,-21.6368,-22.2286,-10.719,-10.8655,5.1384,
-22.7725,4.0286,-19.0933,20.5659,12.3756,19.3632,26.6517,-29.0471,21.2633,-34.4386,-34.9949,-21.2838,-24.3136,18.9301,
-7.3062,-5.6127,-11.9222,5.232,-2.4669,4.1014,10.9526,-13.2042,5.8875,-18.2723,-18.7952,-5.9068,-8.7548,3.6943,
7.2322,-19.3759,-13.3759,-9.1819,-16.4189,-10.2447,-3.8046,1.688,-8.5657,-3.076,-3.5675,8.5476,5.8705,-10.6273,
14.0289,-4.1133,1.5266,-7.185,-3.8644,-14.9324,-8.397,9.0588,6.0482,0.24185,1.2257,7.0706,19.6183,-12.882,
-0.91288,2.6412,-12.665,7.3461,10.4675,0.063548,6.2068,-5.5848,19.7853,-13.8727,-12.9479,-7.4536,4.3412,1.9909,
-14.9581,9.4719,-14.0743,21.0053,8.2722,14.1597,19.9344,-19.3497,26.5515,-27.1403,-26.271,-16.0449,-10.0193,15.9715,
0.039383,7.217,0.87013,5.645,-6.3241,-0.78985,4.6383,-4.0887,10.8584,-11.4119,-10.5948,-0.98223,4.6819,0.91319,
13.6551,-7.316,-10.3898,-8.7937,-20.0446,-14.8425,-9.74,10.2566,-3.8931,3.3728,4.1409,13.1767,18.5009,-13.2416,
9.2204,-7.7211,-2.2946,-12.8453,-4.742,-25.2803,-17.1093,11.3282,-6.0696,14.0167,8.9542,1.781,27.1523,-17.0266,
-5.4329,6.8422,3.6277,2.0254,9.6426,-9.6635,-1.9827,-3.4515,8.3945,-0.92428,-5.6831,-12.4258,11.4232,-1.905,
-19.2069,20.5316,12.8102,16.0039,16.2953,5.0163,12.2362,-17.3444,21.9909,-14.9688,-19.4421,-4.088,-3.3622,12.3093,
-3.9545,8.2125,2.4004,2.0282,3.7482,1.3411,4.271,-2.2037,6.5714,-8.2861,-4.7782,10.2573,8.4087,1.4476,
10.3828,-3.8494,-11.8436,-8.2164,-9.0102,-11.2729,-8.0364,12.0285,-7.9229,6.3111,9.6085,23.7419,22.0042,1.8427,
-3.2555,1.9255,-9.8073,2.1586,-7.7463,-14.2118,-11.6514,25.4068,0.26561,20.0324,18.3116,16.0509,19.8407,10.1681,
-10.0501,15.91,4.8811,16.1291,6.8185,0.74092,3.1477,9.7824,9.6496,4.7304,3.1129,19.1854,4.5502,23.658,
-3.9031,3.7476,2.5397,2.9895,2.4324,0.57609,-2.9464,-0.44552,-5.0294,-7.9662,-11.1739,15.3827,-1.8689,14.8876,
4.5258,3.0403,4.7974,3.292,16.3864,14.6415,11.3304,-14.5188,9.3724,-21.5882,-24.6034,5.3007,-2.7211,13.03,
-7.3151,0.92994,-7.0598,3.5767,12.3907,9.3038,21.1352,-22.2041,12.9076,-34.3929,-37.2272,-0.31977,-16.6579,16.1048,
-1.8148,1.1151,-4.949,1.1929,-0.64527,-3.0646,5.767,-6.7718,-0.15938,-18.2293,-20.8936,9.0994,-1.5584,5.2561,
6.4891,0.56627,0.1682,-2.7355,-4.9453,-8.1834,-8.679,7.7345,-14.2498,-3.0356,-5.54,21.5684,12.6351,-4.7002,
8.2689,-5.4933,0.88147,-7.6326,-14.5303,-18.0564,-22.2582,21.3704,-25.0845,11.2466,8.8924,27.7466,19.4693,-5.1413,
-5.7244,0.62115,0.82881,6.9253,0.4415,-2.8731,-6.8227,5.9882,-9.4794,-3.5282,-5.7411,11.9818,4.2011,9.2672,
-19.4809,-3.9959,-13.3209,11.933,6.3198,11.3993,7.6866,-8.4711,5.1894,-17.4165,-19.4967,-2.8371,-10.1509,22.8111,
-10.7202,-0.38189,-6.858,0.61192,6.4228,0.1103,1.8021,-7.8426,1.9857,-3.4766,-7.6014,-4.1132,-9.5419,7.3425,
4.023,-9.9999,-9.3386,-13.5248,-8.0626,-13.9963,-12.4061,6.728,-12.2334,10.832,6.9547,3.3645,5.1306,-7.1981,
17.8816,-17.5948,-12.1526,-26.8133,-21.6788,-27.2565,-25.7617,20.4243,-25.5994,24.2821,20.6374,3.6446,18.9228,-20.8662,
3.3118,-2.4391,2.6765,-11.1045,-6.2781,-11.5211,-10.116,5.0988,-9.9635,8.7252,5.2991,-2.1173,3.6874,-5.5142,
-10.9869,3.1305,-11.5841,3.6618,8.1986,3.2701,4.591,-9.3071,4.7343,-5.8984,-9.1188,-16.0903,-10.6338,8.9166,
-24.4277,8.0041,-11.853,14.0473,19.2759,17.1739,18.4155,-22.8487,15.0551,-19.6445,-22.6717,-10.9072,-24.0958,22.4816,
-8.862,-6.5761,-10.4187,-0.89549,4.0193,2.0435,3.2106,-7.3777,0.051812,-4.3658,-7.2114,3.8472,-8.55,7.0327,
5.7697,-16.9073,-9.3116,-14.9418,-10.3219,-12.1791,-11.0821,7.1649,-14.0513,9.9962,7.3213,17.7164,6.063,-7.4892,
15.0645,-1.7929,5.2266,0.054741,4.3975,2.6516,3.6829,-2.3033,-18.5104,-4.7036,-7.218,4.6023,9.6763,-6.5577,
0.060621,11.6918,-9.187,14.1515,18.2336,16.5925,17.5619,-16.2651,-3.2998,-18.5214,-20.8849,-9.7738,-5.0043,7.9357,
-14.043,2.0722,-22.7358,19.5687,17.6218,26.5637,30.6082,-29.3892,10.9982,-31.5101,-33.7318,-23.2874,-18.804,21.5596,
0.89956,-3.3545,-12.2126,4.2945,2.4645,10.8699,14.6717,-13.5258,-3.7617,-15.5195,-17.6079,-7.7902,-3.5758,6.166,
14.9456,-13.0354,-9.7929,-10.0631,-11.7834,-3.8823,-0.30861,1.3857,-17.636,-0.48833,-2.4514,6.7772,10.7388,-8.3039,
15.0127,-2.6126,-6.7949,-16.69,3.0236,-11.8445,-7.2797,10.9435,-15.132,3.1564,-1.099,2.9962,15.3966,-11.1802,
0.01196,9.3548,-20.4872,-1.5886,16.9422,2.9661,7.257,-3.8131,-0.1241,-11.133,-15.1331,-11.2836,0.37282,3.5907,
-14.0888,18.6752,-17.6917,12.6068,22.9151,16.8882,20.9216,-17.6843,13.9833,-24.565,-28.3251,-23.5015,-13.7495,17.4752,
0.85657,7.191,-2.5302,-2.2497,7.4402,5.7522,5.5663,-2.5232,-0.95566,-8.9911,-12.5256,-7.9914,1.1754,2.3267,
14.9052,-7.3404,-8.0422,-16.2147,-7.1063,-8.6929,-8.8677,11.7282,-14.9983,5.6484,2.3259,6.588,15.2049,-11.9129,
5.8157,3.1022,-7.8009,-1.1418,-1.618,-4.4359,-13.1561,25.1245,-16.5085,10.1297,6.5247,6.4335,8.9904,1.8173,
-8.6332,17.0161,-3.7172,13.0267,12.5791,9.9303,1.7333,9.517,-1.418,-4.5781,-7.9668,-8.0525,-5.649,15.8083,
-21.2507,13.2235,-0.11974,11.281,10.9805,15.2397,5.1242,-5.154,12.767,-18.4034,-21.5888,-7.2075,-19.4101,20.7648,
-5.8757,7.8504,1.5747,3.1323,11.045,11.1919,8.9141,8.2911,14.6523,-3.1992,-7.0368,7.325,-4.1455,7.7088,
8.5769,-2.7436,-11.5352,-5.2508,-2.6331,-3.5797,-5.7207,21.8937,-0.32679,11.0928,0.61621,20.9855,6.3466,0.97931,
2.5184,2.4825,-7.7099,3.0183,0.65816,-2.0391,-19.4775,28.4133,-8.6226,24.5272,14.3178,8.3979,3.7969,3.0899,
0.92152,16.4336,4.3219,16.9372,14.7187,12.1833,-4.2088,12.6085,4.428,8.9556,-0.64128,12.2328,-8.0001,17.0045,
3.0354,10.2656,0.44716,12.1853,8.6536,13.5012,5.8056,4.5009,-9.9377,1.1878,-6.5081,14.6319,-14.028,6.946,
2.1299,0.7316,0.66129,7.8387,16.5705,19.1986,19.5573,-9.8692,4.7586,-12.9834,-20.2176,4.8364,-19.2119,16.4111,
-7.1567,-0.75832,-10.4654,6.4043,7.3809,19.9751,18.9863,-23.377,14.5962,-26.3044,-33.1046,-9.5538,-31.5567,18.3187,
7.3727,6.0361,-1.1604,-4.5848,7.4204,14.9202,5.3138,-7.8744,-0.37957,-10.6262,-17.0183,-5.0037,-15.5633,3.1196,
9.9431,4.9506,0.1141,-18.4097,3.8417,1.2505,-9.105,6.6981,-14.4568,4.1114,-1.8972,9.3965,-0.52953,-11.1676,
9.8286,4.6539,-0.37457,-5.8566,-10.4888,-7.9834,-15.428,20.3962,-27.6894,17.9647,12.3166,21.4864,13.6022,-5.6769,
-4.8611,4.1333,-3.9676,8.5948,-6.6057,6.5956,-0.4023,5.0724,-11.928,2.7868,-2.5224,6.0972,-1.3139,8.7637,
-18.6695,-10.2147,-17.8296,7.2354,0.057611,20.2998,13.7218,-9.3319,2.8877,-11.4804,-16.471,-8.3687,-15.3351,13.6609,
-21.6468,-7.3119,-7.2391,4.1502,12.8286,9.6817,16.5138,-8.1694,14.1633,-2.4764,-6.2032,5.39,-18.6326,11.154,
-6.248,-6.3915,0.42587,-10.1988,-2.0411,-4.9992,1.423,6.4208,-0.78649,11.7722,8.269,19.1666,-3.4146,-3.6152,
8.2269,-14.6847,-4.9023,-23.6869,-16.0186,-18.7992,-12.7624,20.1356,-14.8393,25.1659,21.8728,21.2705,10.8903,-17.4983,
-6.3667,0.29643,-0.26987,-8.1657,-0.95752,-3.5713,2.1034,4.8274,0.15105,9.5559,6.4605,5.8943,-3.8631,-6.0843,
