"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
2.3155,-5.1695,10.0453,-1.3145,-5.5311,-10.433,-2.2936,2.2788,15.9696,8.8401,8.2206,6.0102,-0.82931,5.8479,
6.7565,-0.76187,16.4326,-0.030459,-0.13765,-7.6378,-0.95107,4.7935,11.3966,17.2274,7.9684,5.8904,3.3179,4.2921,
-0.15675,-5.2956,7.4925,-3.162,4.9319,-5.9746,-0.17099,-9.5941,8.0614,2.0938,-4.8016,-2.4168,-2.9066,-1.9911,
5.1552,-6.9059,7.0429,-8.7567,5.1183,-17.6673,-1.1247,-8.6568,4.6855,15.8272,9.5865,8.3333,-1.7682,-6.6922,
1.9535,-6.0095,7.1023,-7.7493,5.2933,-14.197,3.7631,-15.3681,8.7428,4.7548,1.1778,3.0127,-0.69791,-9.1829,
3.0416,-2.9978,11.2559,-1.7407,4.7347,-8.2835,0.40409,-10.3486,6.531,10.495,6.1688,5.0014,3.9233,-1.6423,
3.0998,-6.4334,10.3394,-2.3596,1.7991,-14.2944,-5.6459,-10.4509,6.8618,16.373,11.824,9.7627,3.9288,1.1076,
-1.9062,-7.4934,3.4523,-2.2178,6.0299,-10.5443,-0.0045262,-20.9108,17.0556,1.2907,-2.9855,6.7669,-3.0554,1.5231,
3.9925,-5.5976,4.6916,-5.9411,9.0423,-7.0193,-8.199,-9.0511,13.6219,14.8313,9.8479,10.6992,0.50219,-0.97843,
3.9939,-3.5747,1.7586,-6.79,6.3304,-1.0545,-13.7328,-13.5699,11.1174,2.1308,2.2667,1.6213,0.71303,-3.0891,
4.9596,-1.673,4.3046,-1.8031,1.3713,-2.6785,-8.3293,-13.4786,7.7993,0.79814,-1.0024,3.2113,-2.9452,0.22972,
6.59,-4.9471,10.3126,-1.6949,0.80684,-3.4819,-3.491,-8.8135,10.2236,11.3553,6.7708,3.9827,0.12383,-1.2303,
3.0618,-2.4809,7.5249,-1.352,2.9281,1.3065,0.81581,-14.31,10.8152,-3.426,-7.7355,-3.7279,2.7682,1.977,
8.9033,-1.1268,7.7965,-5.3683,0.58287,-9.1361,-9.1152,-6.9438,-2.608,7.0231,5.8647,7.3417,4.7709,1.6173,
4.0309,-7.3261,4.4363,-8.4208,-0.41632,-6.1777,-7.6041,-18.0965,7.1896,-2.5572,1.6561,8.3476,2.5566,-1.8541,
-2.478,-12.1889,3.2058,-4.5411,-4.7299,-0.022414,2.4931,-20.3851,6.7582,-7.2245,-6.638,5.4362,-3.3814,2.5957,
1.2863,-12.6628,4.7008,-3.5456,-5.651,-3.6364,1.1384,-10.726,-4.4935,-1.2473,0.74981,4.387,-1.4914,-0.69341,
2.4143,-7.3236,3.6957,0.76458,4.0879,2.6077,-0.61727,-14.6621,9.0324,-15.2725,-11.1054,4.8468,3.1775,2.4816,
-2.3099,-10.0174,5.1612,-0.48635,-0.73666,-4.5386,-12.3904,-7.7566,1.5006,-0.25613,-2.9673,16.3665,-1.5927,3.5377,
-6.751,-10.1395,2.6823,1.2298,-5.7541,1.7592,-5.6214,-8.9786,0.20527,8.6772,-8.8148,8.8766,-6.5586,1.1561,
-0.56139,-4.2287,-1.335,2.6023,-1.5525,8.4021,0.50047,-11.8142,1.1573,-1.0025,-14.5529,1.1132,-7.1294,3.9792,
5.498,-6.626,0.432,-3.5795,6.4945,-1.9838,-3.6268,-6.5257,-8.312,10.8679,0.42029,9.4826,-2.6039,0.12494,
-0.37542,-9.844,1.1291,-4.088,10.2023,0.30448,1.1702,-15.5342,-4.1982,-3.8842,-10.8126,2.4059,0.68568,-3.4981,
2.0576,-7.807,4.4361,-4.8065,3.8057,-3.0881,-1.31,-10.7457,-6.8385,-4.7357,-3.8966,2.2614,4.9832,-2.8059,
-0.71732,-4.2054,2.9648,-2.349,2.8541,-1.6977,4.3121,-11.7881,1.5256,-5.6567,-0.52963,1.8849,5.8892,-1.4324,
-7.423,-6.3632,0.85849,0.20228,-0.69159,-1.596,4.0531,-14.9374,2.8806,-5.3171,-7.7289,3.2178,3.1255,1.5456,
-5.0494,-11.766,-0.15689,-6.5585,-5.4703,-10.6591,-10.1693,-9.7026,-5.005,9.1019,0.44805,6.8811,3.902,-1.9213,
-4.9876,-5.9986,-2.3169,-1.1036,5.7039,0.82673,4.1794,-16.5923,4.2131,-5.3034,-12.3535,-2.932,0.53442,1.3274,
-7.3395,-6.3618,-1.455,-3.2065,3.1925,-4.2846,8.5079,-11.4994,-7.3679,6.343,-6.0687,-1.0688,-6.4871,4.8632,
-5.2123,-9.1136,-0.16236,-9.5221,0.83157,-5.7147,-1.4026,-10.0863,-10.5417,15.8443,-3.5354,3.575,-1.0366,2.8842,
-2.248,-3.987,-2.3218,-4.371,5.8436,1.618,-4.4515,-14.0604,-9.1858,0.79365,-14.6515,-3.6293,0.23087,-1.8686,
6.8049,0.83173,5.7713,1.4349,8.626,-2.0945,0.39492,-3.8168,-13.2139,0.86674,0.32761,0.20384,-1.4702,-3.4435,
5.9142,1.2638,9.7633,4.7232,8.1084,-1.0049,9.0483,-10.8188,-2.7801,-12.6826,-9.2123,-0.77226,-0.90006,0.13733,
5.8008,2.8752,8.9365,1.3064,0.63206,-5.5239,-1.377,-5.108,-6.7107,-1.5578,-2.634,3.8534,6.1438,0.85245,
9.7908,6.0769,8.8825,1.7099,3.0045,-4.2284,0.63408,0.01895,-1.4876,10.587,7.1652,1.2118,12.0419,1.2832,
4.3829,3.3021,1.119,0.64345,2.3421,-8.3132,8.791,-14.0822,5.8323,-2.5815,-7.3647,-6.0915,2.6425,-0.72195,
3.879,-2.4398,1.2928,-4.4571,-4.3062,-20.5887,0.7917,-15.7681,-4.882,7.9373,0.18709,1.2634,-2.0958,-11.043,
2.4412,1.8041,1.9383,-1.0562,2.9421,-6.097,3.8775,-13.1348,-3.8659,-3.8669,-5.3675,-2.4276,2.1276,-5.8009,
-0.83856,3.3831,-1.7936,-0.75182,-1.332,-5.008,-3.3448,-5.3568,-10.6236,1.4265,-3.3585,1.8156,-3.5435,5.3932,
2.5862,5.1083,4.0986,3.6318,-4.1442,-5.6716,-2.6622,0.74917,1.583,15.3207,2.6276,13.2759,-4.2952,6.034,
-3.1126,3.1146,-0.72661,5.1012,-1.2444,-2.1981,0.63101,-10.142,8.4779,0.30146,-11.63,2.5974,-1.3864,1.5746,
-7.0232,-3.58,-6.2266,-3.1589,-4.303,-12.4303,-11.2172,-2.5436,-6.1308,10.045,-24.3089,1.2362,5.6867,1.7211,
-11.6637,-8.9088,-8.5044,-8.9949,-4.2858,-10.9613,-5.0006,-6.0064,5.9267,2.4522,-35.625,0.92087,6.0686,1.859,
-12.1689,-13.4357,-9.6811,-17.8552,-3.3055,-15.3651,-1.5673,-11.6716,7.2585,2.5463,-40.4772,4.4813,1.125,-2.3501,
-8.5466,-12.1478,-8.1362,-20.6404,2.6773,-14.9255,-4.3656,-8.5613,-7.277,9.1421,-32.2638,4.6944,5.3959,-6.0656,
-7.3108,-5.3932,-5.4793,-10.484,9.0245,-1.7375,2.4039,-9.735,-4.0688,-5.5064,-42.6204,-1.1312,10.1335,0.32374,
-6.3899,-11.336,-5.1502,-18.0498,1.7342,-15.7333,-8.3453,-5.2941,2.9241,-0.95798,-35.2426,6.6498,8.5615,-3.0698,
-5.2835,-7.5225,-4.1181,-16.7257,6.6917,-12.0175,-5.1934,-9.5559,11.6669,-5.9621,-42.5279,10.3483,10.2171,1.2119,
-3.5202,-2.2507,-3.3886,-8.4913,6.2902,-2.6193,0.42089,-6.0902,-0.6023,-3.1938,-47.2071,7.3173,7.6759,8.8519,
-3.068,-6.2132,-4.3906,-9.6691,-0.11298,-6.5598,-2.7379,-0.18145,-6.5922,5.4335,-40.2773,8.0831,4.0818,4.2235,
-3.6066,1.6316,-2.9221,-4.0273,8.8119,2.27,5.3804,-7.16,7.9034,-8.9925,-51.9607,6.8754,6.9706,7.1033,
3.599,7.5593,8.5812,-1.1345,6.5962,-3.4101,2.4062,1.7053,11.6472,5.6471,-37.6351,12.4882,11.6138,6.4359,
4.8295,9.998,12.4049,5.2003,-0.54829,1.615,3.226,2.5671,7.0918,12.0569,-36.3411,12.703,13.3274,6.05,
-5.5834,6.0239,-1.8366,1.9962,-4.372,3.9285,-2.27,-4.3356,7.6308,0.72845,-48.2606,10.9767,0.47641,9.0612,
-5.7303,-4.4607,-8.9572,-12.2236,3.1212,-4.02,-7.9184,-2.1473,8.6188,11.772,-42.8344,10.8005,-1.9623,8.5175,
-12.3764,-14.0754,-15.4097,-18.8419,3.6568,-6.9123,-4.3103,-14.311,7.8607,-2.6731,-48.7004,-0.69424,4.6629,7.2836,
-7.0543,-5.7589,-6.0492,-12.1676,-0.17804,-9.6308,-2.3644,-1.642,0.88134,11.5873,-31.6784,11.1578,16.6754,9.9798,
-0.36473,3.7455,1.5444,-10.9556,5.1353,-3.7506,2.5982,-2.9897,11.4335,11.9766,-31.1033,9.0423,20.0135,4.5606,
-1.0655,2.7978,-1.1991,-10.0571,7.4785,-3.7663,4.1293,-10.2819,7.6143,-2.4801,-43.3371,-2.3463,14.7151,1.6356,
0.92638,3.5938,1.7646,-5.5975,6.5476,-8.8432,5.8099,1.422,-6.9426,6.8275,-35.0727,4.0608,10.9399,0.091432,
-0.33427,11.3324,0.4537,-1.164,8.8061,3.9797,13.4153,-8.0631,6.3687,-7.6821,-46.7067,-3.1721,4.7401,-2.0834,
6.6757,16.678,2.1137,0.59302,3.6984,4.9462,-0.64646,-1.5537,14.4227,3.5046,-34.5043,5.4539,9.9993,4.0671,
5.311,12.7848,1.5047,4.4138,0.58424,1.7572,-8.3204,3.8419,16.9315,13.8994,-29.0598,10.9111,13.2555,6.7154,
-0.069089,15.1512,3.1019,7.2825,0.30799,4.785,1.5788,-0.48597,15.1925,-0.19121,-40.5724,2.7848,4.0243,4.1435,
11.0221,22.9192,13.5208,7.3275,-1.1565,7.3902,0.52042,9.1844,10.9067,13.9203,-24.1585,12.2589,4.265,3.4127,
2.8894,14.0725,2.8277,3.2726,-6.6307,8.634,-6.9826,-4.6231,14.3501,-1.015,-36.809,4.5335,-2.9803,1.5208,
2.9563,10.5764,-0.47572,4.2809,-5.5102,3.5364,-5.841,-0.73049,6.0166,-4.3285,-34.4802,6.4304,-0.15065,6.009,
8.8052,15.9676,5.5786,6.6756,-1.564,2.1192,1.0172,3.8929,4.451,6.2958,-24.4574,5.3219,8.7762,4.4434,
2.974,16.4555,5.2441,4.8288,-3.8805,6.8125,0.95638,-6.4638,13.3428,-4.2051,-37.09,-2.2285,2.4653,1.7665,
6.411,13.2993,7.5806,-2.4506,-0.9961,4.2346,-5.6087,1.396,14.7114,10.1472,-21.0056,9.7158,4.9685,3.8296,
0.96462,8.8857,-1.7923,-6.8831,3.161,2.7752,-1.657,-8.088,12.1415,-2.6335,-33.8452,0.21483,5.8757,3.3589,
1.6299,11.9682,-0.47927,-1.4086,1.7663,-1.9708,0.61181,-1.5769,0.085014,5.4781,-31.694,0.44313,6.2462,4.3624,
10.2092,17.0344,10.1543,5.4246,4.0704,4.414,1.539,9.1225,8.7566,19.2494,-15.6924,9.5751,16.4763,1.6905,
1.6427,11.915,4.9655,1.4837,-3.1634,7.2828,-0.72276,-5.5248,13.2926,3.9944,-28.8508,-1.3635,10.4263,-0.58028,
8.2929,16.5027,12.8627,5.2514,-3.9378,0.57902,-1.1612,4.3275,3.3364,17.8548,-18.2018,12.216,12.6931,5.7214,
5.3848,15.5124,8.7166,3.9719,-0.80916,1.5085,-2.0555,0.69328,4.5821,11.1194,-21.9303,8.5907,10.9673,4.4139,
-1.205,11.2072,-0.9657,-1.5689,-6.5454,1.9001,-11.0915,-2.7225,-0.031377,-1.1167,-31.2196,1.3265,2.1143,3.6669,
-1.1325,12.9451,0.056343,-1.9567,-10.0091,3.7141,-11.872,3.2254,0.45267,0.87825,-22.1158,-0.19908,1.9877,1.5189,
-6.8489,13.6149,-2.8389,-1.839,-5.0698,9.758,-4.8929,-7.5732,5.2465,-13.2744,-31.3937,-8.3821,1.3863,1.428,
-4.9919,11.3515,-0.74057,-3.1752,-6.694,1.9419,-10.3842,-1.8164,-7.6021,-1.27,-20.3512,3.2078,-0.14293,2.306,
-6.8618,12.8398,-3.3475,0.14858,-8.9437,3.9943,-10.0019,-3.8766,2.2543,0.49316,-29.0121,2.2922,-5.1958,-0.0013126,
-6.4498,12.5516,-8.449,-0.82443,-8.4068,1.8267,-9.8839,-6.5363,11.7598,-3.393,-31.128,-0.25565,-6.3305,1.9267,
-0.76066,10.3522,-3.1218,-5.1135,-4.5284,-1.6574,-9.7728,1.5687,1.4132,4.5233,-15.1603,3.6161,1.7621,5.1856,
-6.4994,7.3207,-5.8264,-5.2882,-7.6309,4.7088,-9.1862,-8.6483,-8.7942,-9.8481,-28.3505,-9.1337,0.21031,3.9103,
-3.4583,7.6044,-2.8257,-4.2482,-12.2348,-0.63538,-16.1073,-1.1398,-8.0261,0.26374,-17.7318,-1.1143,1.8849,3.4348,
-2.7689,10.5226,-0.24601,-2.5473,-6.68,0.849,-7.91,-2.0357,4.0246,-7.4653,-19.0781,0.39881,4.6639,1.7824,
-0.67456,18.5683,2.6608,4.8364,-0.49459,6.1007,0.75929,-2.8777,-2.4833,-15.2121,-21.3078,-3.4815,6.7946,0.71114,
5.6327,19.8646,6.8397,7.4385,1.4635,3.3243,-6.0345,5.4901,-11.4931,-0.19938,-7.978,0.584,8.3149,-1.2595,
-5.7923,11.924,-1.7656,2.6536,-2.4809,6.0171,-8.0828,-8.9393,-4.0549,-9.4667,-21.5993,-9.0922,-3.271,-4.0762,
-1.8293,11.9315,0.99188,-2.0849,-2.0911,4.9332,-6.8749,-4.1851,-6.9451,1.4652,-23.3159,-3.0031,-3.7976,-3.1087,
5.2701,10.4925,2.6194,-5.575,5.5064,8.7343,-2.8468,-4.1749,-3.877,0.17219,-20.7119,-4.5099,1.0098,-7.0193,
5.436,13.7195,5.8369,1.0258,8.5502,15.9233,1.6621,-9.7092,-0.2702,-10.4432,-33.5692,-9.5422,-0.97925,-7.0803,
8.0022,18.6807,13.1992,0.48233,7.5551,14.9677,-3.2581,-1.4137,-12.7872,0.30652,-19.8654,-10.8976,-1.8846,-13.4042,
3.1837,20.9343,5.6588,-0.51071,15.2969,25.1568,1.7581,-5.6672,-10.0918,-13.8119,-26.8682,-14.5821,-1.7715,-12.5999,
-2.7921,14.3759,-6.2501,-7.7107,8.1124,16.4168,-8.4705,-2.4351,-19.609,-10.4525,-26.7024,-6.9585,-10.824,-11.3618,
0.26746,15.9234,-2.983,-4.356,6.1789,19.7701,-10.3729,0.60307,-6.8637,-10.3073,-21.7262,-5.5771,-9.6931,-9.2343,
-1.6766,17.8603,-3.7682,1.6902,6.7727,24.8507,-6.8582,-3.2895,7.6481,-17.4019,-25.7251,-7.6528,-7.665,-2.8954,
-5.4323,9.0759,-8.8442,-9.4984,-3.2746,9.2596,-16.5696,-3.5738,-6.9106,-2.2578,-15.9866,-3.8192,-7.6871,-9.9525,
-2.2141,13.8338,-2.5292,-3.1437,8.0089,15.5734,-3.5241,-5.7695,-5.5318,-8.9912,-20.3298,-6,6.2717,-5.9807,
-6.4198,9.1476,-4.3055,-3.9197,0.29773,0.53902,-11.0252,-1.0853,-15.3231,-3.6313,-17.664,-4.6763,2.5208,-4.6582,
-4.5886,10.0448,-3.083,-3.2023,-1.6486,-2.2651,-6.9895,5.7288,-7.1731,10.5661,-5.035,4.2811,5.2618,-0.040169,
-14.6771,4.3809,-14.2262,-13.374,-0.34435,0.039943,-5.3648,-8.715,2.6578,-4.1679,-18.471,-5.8577,3.7413,-0.76066,
-11.3862,2.1896,-9.9984,-13.0538,-1.2878,-8.1574,-12.7559,5.1848,9.247,10.1822,-3.2627,8.5938,11.2293,6.0337,
-14.0772,-1.316,-11.3265,-5.5219,-12.7794,-7.1858,-12.9547,0.53539,14.4765,7.4021,-9.4542,9.8861,2.843,5.1895,
-11.5454,0.93211,-11.8522,-3.9853,-17.5568,-4.5855,-14.8285,-4.0763,-0.49207,3.3426,-12.0204,5.6775,-2.3892,2.7089,
-6.2734,10.2762,-2.7054,-4.9514,-9.0315,-3.1051,-12.7339,1.2298,7.8529,11.5777,2.8008,6.0598,5.2259,1.3411,
-10.2353,10.6235,-1.5787,-1.7618,-11.3817,-2.4368,-6.6672,-2.7004,19.9152,-3.217,-11.4673,-1.5342,-2.3185,-0.66709,
0.26078,7.8169,3.5772,3.8873,-12.868,-5.906,-5.5443,10.2358,4.6203,4.0862,-0.65633,9.4037,-0.49214,4.4342,
-5.5394,5.4197,-5.3141,3.1719,-10.1677,-5.0697,-3.283,-1.4653,-9.7569,-8.692,-14.5962,1.6086,-2.8727,4.65,
-8.3403,7.7458,-5.7184,4.669,-10.2808,-7.8988,-1.881,-4.5106,-1.2176,-8.4117,-17.3359,4.1634,-6.798,5.5761,
-2.7787,3.6657,1.1327,-0.19065,-5.0846,-13.4504,-3.9373,5.16,9.7013,6.193,-2.1957,14.7599,5.9024,6.4468,
-10.8067,-0.41065,-8.0948,-6.9283,-5.2615,-12.6434,-5.1477,-6.2368,11.0474,3.0496,-9.1743,3.269,8.4404,9.9164,
-11.1221,2.0241,-9.5368,-9.4045,-15.5506,-13.813,-10.6232,-0.078037,2.1899,14.4358,-2.3571,4.5191,0.22116,6.9113,
-9.25,3.5899,-8.7236,-9.0814,-14.3771,-2.6203,-6.3706,-0.79648,4.7096,4.652,-6.7952,6.899,-1.4793,2.3993,
-8.6952,3.8562,-9.1648,-7.5724,-10.1402,-3.9092,-7.4344,-2.6769,-5.6961,0.033914,-12.6543,9.3774,-1.3908,3.7013,
-4.3169,6.5176,-5.2402,-4.2258,-11.942,-12.3515,-11.3269,4.2324,-6.3185,10.155,-2.736,11.2251,-2.2715,1.0689,
-7.6733,6.8494,-9.0232,-0.83875,-9.538,-5.1029,-5.1037,-4.9396,8.1606,-4.5543,-14.3822,-0.7766,-5.7506,0.28187,
-5.5257,6.6794,-6.7945,-5.8501,-8.2428,-11.3042,-6.9666,-1.0276,-2.0902,3.5525,0.58076,5.2955,-4.6822,0.02399,
-5.9173,9.8943,-7.11,-7.6685,-8.9533,-14.7235,-6.7898,-4.0994,-7.9906,-2.2041,-2.949,8.1111,-3.1962,-3.5931,
-10.1415,11.9517,-9.8169,-5.5212,-13.9597,-13.5992,-9.9974,-5.0583,0.92499,-10.508,-13.1359,7.3839,-7.1018,-2.6542,
-9.2921,9.5474,-7.0587,-6.8769,-17.2195,-14.9524,-17.8337,2.2346,1.5924,2.897,-0.055497,8.6276,-11.7374,-4.1821,
-9.2167,10.903,-5.1887,-0.1973,-9.9196,-4.414,-8.0863,-4.6481,8.2455,-10.292,-12.5854,-0.084505,-13.9249,-2.0032,
-6.4943,5.6693,-6.5648,-4.283,-14.3858,-13.5494,-13.145,0.21028,-3.0952,4.064,-9.1792,4.0177,-13.3306,-1.1599,
-4.4174,3.6419,-6.8938,-8.1234,-11.3535,-10.0849,-9.7052,-3.4178,-3.6324,5.5074,-9.8335,3.0537,-11.8079,0.59691,
-7.768,5.5928,-8.1677,-8.8415,-4.6465,-4.9003,-5.0253,-12.1305,-3.1737,-8.923,-20.0895,-7.4936,-14.2327,-1.6083,
-1.7579,9.8365,-3.0979,-9.5159,1.1759,-11.1138,-10.2672,2.6973,-7.5626,5.7124,-4.7842,0.90976,-3.0144,-6.0911,
-3.5808,9.7285,-4.3585,-6.535,2.0689,-5.145,-6.2772,-1.2004,-2.7708,1.0308,-2.4484,-3.0014,-0.90557,-6.2078,
-0.47391,7.2166,-1.2044,-4.6967,-4.3217,-9.6565,-6.8644,-1.6106,-1.1583,9.1637,0.59053,2.4813,-7.6001,-3.9071,
0.27766,6.5424,-1.8553,-5.1378,-2.8573,-12.2104,-4.2834,-1.7549,5.419,12.7114,1.7604,8.8401,-7.3849,-3.4315,
-6.2467,5.9091,-7.7693,-6.5167,-0.51651,-10.2727,-3.3035,-10.0855,-6.2341,-2.1512,-7.2631,3.2483,-10.5574,-2.5025,
1.5999,4.8312,0.16865,-8.2949,1.2017,-13.2718,-11.5409,-2.0086,-9.9579,9.6675,7.2727,10.5252,-9.683,-2.1114,
0.057872,7.4336,-1.7699,-5.8692,4.0219,-4.2805,-7.9562,-8.6367,4.7396,0.89295,-5.5764,4.1093,-11.03,-0.53865,
0.53656,14.2187,-0.6996,-1.6605,5.7085,-0.64947,-1.2121,0.076399,-9.6448,-2.5353,-7.6522,-0.95818,-13.2605,2.386,
10.3863,16.4986,9.7062,1.5724,12.3559,4.4512,7.2963,6.5793,-23.1661,-8.4087,5.0992,-4.0337,-12.2239,2.0018,
12.6556,18.4012,10.5706,7.2629,14.989,9.9687,12.1612,0.88235,-7.6762,-15.617,-0.50914,5.8493,-9.5623,12.0051,
2.0139,7.4152,-3.3205,-3.5372,0.35135,-4.7294,-2.6685,3.9624,-5.7693,-0.57997,4.1007,13.934,-16.4603,6.705,
2.8569,11.7905,-1.1931,1.9777,8.0426,2.1825,5.5661,3.7247,-4.4593,-6.6914,1.9265,3.457,-14.0265,11.6054,
2.2038,13.0115,-0.63932,3.787,4.6682,4.9439,6.1962,2.0552,-0.33513,-5.8078,1.3289,1.8035,-18.0054,14.2833,
-0.33876,10.7843,-2.047,0.66747,-1.8786,-1.6195,2.4498,3.8598,0.64908,8.0383,5.5875,10.3722,-17.4072,8.6058,
-1.0416,8.9322,-4.5755,-0.095251,1.3673,-0.31727,5.4365,0.013052,3.2615,-2.3262,-3.6656,5.1703,-15.1577,8.3306,
5.0467,7.1912,-1.1677,-1.7768,-0.4017,-4.8773,-6.7001,11.3405,-4.8877,11.9134,10.6544,11.8502,-17.3815,9.5178,
